Site,Point_ID,Lat,Lon,Max_Speed,Street_Name,Angle,Distance to Flood,Adjacent Bus Station,Direct Solar Exposure,Glare,wall,building,sky,tree,road,sidewalk,earth,plant,car,fence,signboard,streetlight,grass,railing,van,person,column,skyscraper,awning,minibike,mountain,ashcan,chair,ceiling,bridge,bicycle,fountain,sculpture,windowpane,booth,water,sofa,bulletin board,desk,lamp,pier,Unnamed: 31,Unnamed: 32
WestEnd,WestEnd-426,-27.471293,152.998846,60,Milton Road,49.694977,70,0,,,0.009914,0.07173,0.321234,0.221215,0.282453,0.052277,0.005887,0.005953,0.01018,0.000801,0.0,0.001355,0.01127,0.0,0.003793,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-05,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-427,-27.471437,152.998654,60,Milton Road,49.694977,69,0,,,0.016348,0.01584,0.321445,0.264457,0.284348,0.015312,0.000277,0.0,0.004656,0.02141,0.0,0.004133,0.041941,0.0,0.000105,0.0,0.0,0.0,0.0,0.0,0.0,0.001469,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-428,-27.471582,152.998451,60,Milton Road,49.694977,72,0,,,0.01918,0.040859,0.252906,0.286816,0.268957,0.013,0.000891,0.010969,0.014086,0.032613,0.0,0.000156,0.039441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012422,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-429,-27.471726,152.998259,60,Milton Road,49.694977,78,0,,,0.0,0.010742,0.19552,0.367551,0.288773,0.005137,0.00677,2.7e-05,0.01093,0.005527,0.0,0.002168,0.051699,0.0,0.001668,0.0,0.0,0.0,0.0,0.0,0.0,0.006496,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-430,-27.47188,152.998077,60,Milton Road,49.280749,87,1,,,0.000219,0.033758,0.334484,0.230707,0.337199,0.015746,0.0,0.00023,0.004406,0.030211,0.0,0.001117,0.011922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-431,-27.472024,152.997885,60,Milton Road,49.61096,102,2,,,0.0,0.014305,0.230016,0.36507,0.311066,0.006762,0.0,0.015168,0.008402,0.000711,1.2e-05,0.002305,0.029844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002246,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-432,-27.472168,152.997682,60,Milton Road,49.61096,109,2,,,0.00725,0.034383,0.385836,0.147699,0.290883,0.023621,0.00118,0.029887,0.032051,0.023168,0.003848,0.00184,0.013801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003238,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-433,-27.472313,152.99749,60,Milton Road,49.61096,114,2,,,0.006703,0.035906,0.340773,0.155359,0.322918,0.021309,0.0,0.00091,0.004086,0.078762,0.0,0.00052,0.032613,0.0,0.0,0.000141,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-434,-27.472457,152.997297,60,Milton Road,49.109694,124,2,,,0.002488,0.06252,0.346492,0.131023,0.32909,0.026414,0.0,0.0,0.005418,0.073309,0.0,0.005461,0.015887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-435,-27.472611,152.997105,60,Milton Road,49.109694,139,2,,,0.01459,0.04309,0.388141,0.155152,0.31532,0.047379,0.000273,0.016613,0.003199,0.001734,0.0,0.001051,0.001207,0.007922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004062,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-436,-27.472755,152.996913,60,Milton Road,49.109694,155,2,,,0.0,0.038566,0.321414,0.209371,0.337762,0.032258,0.017957,0.005582,0.002461,0.013648,0.009961,0.0,0.000254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008605,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-437,-27.4729,152.996731,60,Milton Road,49.109694,152,3,,,0.002957,0.045555,0.312109,0.173656,0.378734,0.032648,0.004012,0.022387,0.000484,0.0,0.004242,1.6e-05,0.005398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014023,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-438,-27.473053,152.996538,60,Milton Road,48.576338,133,2,,,0.008684,0.026961,0.220441,0.246184,0.417227,0.03098,0.005875,0.016641,0.003012,0.000219,0.0,0.000398,0.014121,0.0,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-439,-27.473198,152.996346,60,Milton Road,49.502293,118,1,,,0.009359,0.052609,0.254074,0.183117,0.397156,0.056664,0.010965,0.021312,0.001898,0.001648,0.003172,0.0,0.000715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-440,-27.473342,152.996154,60,Milton Road,49.502293,106,2,,,0.0,0.031301,0.251547,0.217223,0.372594,0.031023,0.002523,0.037156,0.035547,0.016082,0.0,0.0,0.004023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-441,-27.473495,152.995961,60,Milton Road,49.502293,96,2,,,0.0,0.083887,0.221531,0.197566,0.306492,0.047641,0.02475,0.007395,0.037055,0.050848,0.005027,0.0,0.008891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006801,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-442,-27.47364,152.995769,60,Milton Road,47.819329,85,2,,,1.2e-05,0.099648,0.268516,0.041586,0.285797,0.033934,1.6e-05,0.010184,0.107797,0.071641,0.010168,0.0,0.023684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-443,-27.469307,153.003036,60,Milton Road,68.292499,133,3,,,0.0,0.233562,0.297441,0.015629,0.333414,0.020605,0.0,0.005391,0.045246,0.039828,0.0,2e-05,0.008672,0.0,0.0,0.000109,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-444,-27.469388,153.002804,60,Milton Road,68.292499,131,2,,,0.0,0.174336,0.331023,0.02443,0.313824,0.043043,0.004469,0.000184,0.007496,0.040766,0.017117,4.7e-05,0.016352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-445,-27.469469,153.002571,60,Milton Road,68.292499,106,2,,,9.8e-05,0.098844,0.283094,0.166383,0.248629,0.000746,0.0,0.002605,0.02043,0.003691,0.0,0.000945,0.010055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-446,-27.469027,153.003846,60,Milton Road,-110.762608,72,2,,,0.000414,0.029711,0.357016,0.024043,0.280262,0.025191,0.044992,0.004453,0.041887,0.000352,0.030906,0.0,0.00132,0.0,0.028945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-447,-27.468945,153.004079,60,Milton Road,-111.059756,64,0,,,0.000965,0.095547,0.424102,0.011785,0.303258,0.010254,0.007516,0.0,0.113887,0.015414,0.00748,0.000488,0.0,0.0,0.006438,0.000133,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-448,-27.468864,153.004322,60,Milton Road,-111.059756,61,0,,,0.000488,0.112691,0.380953,0.018828,0.23107,0.010188,0.015992,0.014258,0.105684,0.053094,0.048867,0.00016,7e-05,0.0,0.004871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-449,-27.468783,153.004555,60,Milton Road,-111.059756,62,0,,,0.0,0.11707,0.434508,0.018902,0.36293,0.0,0.001129,0.00402,0.02425,0.024391,0.007129,0.000609,0.00075,0.0,0.001805,0.0,0.000438,0.0,0.0,0.0,0.000328,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-450,-27.46815,153.018441,60,North Quay,-42.713339,31,3,,,0.0,0.262387,0.101371,0.187145,0.375996,0.020586,0.0,0.0,0.017891,0.013922,0.000234,0.0,0.0,0.01627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004199,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-451,-27.468321,153.018613,60,North Quay,-42.713339,32,3,,,0.005574,0.25052,0.058477,0.243969,0.39627,0.018793,0.0,0.0,0.014566,0.000953,0.001113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000188,0.0,0.000273,,0.0,0.0,6.6e-05,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-452,-27.468484,153.018785,60,North Quay,-42.713339,33,3,,,0.0,0.222094,0.089879,0.234586,0.392973,0.034141,0.0,0.000379,0.01125,0.0,0.005305,0.0,0.006867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-453,-27.468646,153.018957,60,North Quay,-44.798008,32,3,,,0.0,0.183164,0.163207,0.178273,0.387516,0.015473,0.0,0.0,0.011207,0.020145,0.0,0.001758,0.014371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-454,-27.4688,153.01915,60,North Quay,-52.864005,33,1,,,0.0,0.153543,0.112871,0.217184,0.310578,0.012078,0.000859,0.002699,0.022219,0.014141,0.048645,0.0,0.000125,0.00309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-455,-27.468854,153.019241,40,North Quay,-54.255655,33,1,,,0.0,0.184289,0.136008,0.247809,0.327316,0.060895,0.0,1.2e-05,0.013184,0.0,0.0,0.003844,0.000477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-456,-27.468989,153.019443,40,North Quay,-54.255655,31,0,,,0.0,0.289922,0.101508,0.071871,0.413156,0.018949,0.0,0.0,0.004055,0.020176,0.0,0.0,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,,0.079098,4.7e-05,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-457,-27.469125,153.019646,40,North Quay,-54.255655,30,0,,,0.0,0.311266,0.037859,0.202586,0.272258,0.130105,0.0,0.033527,3.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.8e-05,0.0,0.0,0.0,0.002777,0.0,0.0,,0.0,0.001484,0.007891,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-458,-27.469251,153.019848,40,North Quay,-54.255655,27,0,,,0.014809,0.27759,0.083973,0.187391,0.262594,0.130586,0.0,0.011102,0.022555,0.0,0.000141,9.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.00409,0.003246,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-459,-27.469386,153.020061,40,North Quay,-54.255655,26,0,,,0.000648,0.311836,0.065504,0.192031,0.254758,0.126547,0.0,0.002598,0.017352,0.022582,0.000289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003223,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-460,-27.473748,153.014302,0,Peel Street,-121.75508,150,0,,,0.011855,0.420645,0.099867,0.020348,0.230348,0.110551,0.0,0.070086,0.020793,0.0,0.004902,5.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-461,-27.47363,153.014525,0,Peel Street,-121.75508,142,0,,,0.0,0.31359,0.162887,0.03725,0.358559,0.039668,0.0,0.037582,0.029785,0.0,0.004031,0.000777,0.002473,0.0,0.012559,5.9e-05,0.0,0.0,8e-06,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-462,-27.473522,153.014727,0,Peel Street,-121.613033,130,0,,,0.00041,0.244094,0.107469,0.196109,0.259844,0.071195,0.001727,0.009191,0.094535,0.000488,3.1e-05,1.2e-05,0.0,1.2e-05,0.003922,0.0,0.0,0.0,0.0,0.000941,0.0,0.0,,0.0,0.0,0.002531,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-463,-27.473395,153.01494,0,Peel Street,-121.613033,114,0,,,0.022637,0.216555,0.095434,0.178594,0.39141,0.068352,0.0,0.021016,0.003965,0.001238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-464,-27.47279,153.016205,60,Peel Street,59.148709,81,0,,,0.188969,0.122441,0.000582,0.015699,0.250238,0.015516,0.0,0.00543,0.008422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002012,0.0,0.0,0.0,0.0,0.0,,0.305801,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-465,-27.472899,153.015992,60,Peel Street,59.148709,77,0,,,0.0,0.258852,0.216883,0.041062,0.33898,0.014047,0.0,0.002773,0.007445,0.081359,0.032023,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.000645,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-466,-27.473016,153.01577,60,Peel Street,59.148709,76,0,,,0.0,0.461594,0.100477,0.023445,0.269516,0.045113,0.0,0.00082,0.076461,0.0,0.003504,0.000508,0.0,0.0,0.0,0.004766,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.010309,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-467,-27.472709,153.016357,60,Peel Street,58.222188,82,0,,,3.1e-05,0.308258,0.140547,0.074023,0.358977,0.042305,0.001012,0.001746,0.022691,0.04832,0.0,0.000711,2.7e-05,0.0,0.0,0.0,0.0,0.001066,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-468,-27.472754,153.016124,60,Peel Street,-121.490427,73,0,,,0.0,0.363793,0.120219,0.052785,0.321289,0.045496,0.0,0.010273,0.04634,0.036785,0.0,0.0,0.0,0.0,0.0,0.00252,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-469,-27.472763,153.016256,60,Peel Street,59.30076,81,0,,,0.041746,0.225129,0.097461,0.039473,0.295645,0.027922,0.00768,0.009254,0.011586,0.026453,0.027082,0.0,0.0,0.030305,0.0,0.0,0.000629,0.0,0.0,0.0,0.0,0.0,,0.158828,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-470,-27.472673,153.016266,60,Peel Street,-121.47116,73,0,,,0.040461,0.178676,0.031062,0.014387,0.122598,0.104574,0.0,0.000156,0.040742,0.116828,0.000648,0.0,0.0,0.0,0.0,0.018848,0.0,0.0,0.0,0.0,0.0,0.0,,0.263664,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-471,-27.472556,153.016478,60,Peel Street,-121.47116,78,0,,,0.0,0.346617,0.100625,0.105449,0.300504,0.055539,0.0,0.0,0.059648,0.020332,0.000984,0.000793,0.0,0.0,0.0,0.001746,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.005207,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-472,-27.472438,153.016701,60,Peel Street,-121.47116,90,0,,,0.040438,0.410559,0.047027,0.077965,0.050309,0.097203,0.0,0.09107,0.119973,0.010195,0.010027,0.0,0.043383,0.0,0.0,0.001289,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-473,-27.472312,153.016913,60,Peel Street,-149.981131,102,0,,,0.012625,0.416594,0.097488,0.032039,0.328363,0.073773,0.0,0.010781,0.014746,0.0,0.012824,0.0,0.000766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-474,-27.472095,153.016984,60,Peel Street,172.64571,108,1,,,0.0,0.226332,0.165344,0.125859,0.318156,0.110227,0.0,0.002363,0.013938,0.0,0.013395,0.002117,0.0,0.0,0.0,0.000309,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-475,-27.4727,153.016225,60,Peel Street,-123.20431,73,0,,,0.012551,0.197445,0.026688,0.015824,0.138703,0.087398,0.0,0.001957,0.038855,0.114164,0.000527,0.0,0.0,0.0,0.0,0.040262,0.0,0.0,0.0,0.0,0.0,0.0,,0.250203,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-476,-27.472267,153.017146,60,Peel Street,57.452152,97,1,,,0.0,0.102398,0.26659,0.135816,0.351371,0.039379,0.0,0.031391,0.035039,0.00116,0.011668,0.000578,0.002742,0.0,0.0,0.0,0.0,0.010703,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-477,-27.472384,153.016934,60,Peel Street,58.026968,94,0,,,0.009527,0.069902,0.065754,0.351039,0.336141,0.087141,0.0,0.007281,0.015188,0.005945,0.036,0.000129,0.006539,0.0,0.000891,0.008496,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-478,-27.472501,153.016721,60,Peel Street,58.026968,95,0,,,0.003316,0.23566,0.169891,0.143867,0.368379,0.035945,0.0,0.013969,0.026969,0.000266,0.000445,4.3e-05,0.000469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-479,-27.472628,153.016498,60,Peel Street,58.026968,85,0,,,0.00491,0.284488,0.150535,0.110418,0.357367,0.053852,0.0,0.006438,0.02409,0.0,0.003129,0.0,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.001004,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-480,-27.472149,153.017136,60,Peel Street,-6.694469,104,1,,,0.0,0.046719,0.238875,0.207043,0.368059,0.009172,0.001949,0.012895,0.085695,0.000512,0.004719,8e-06,0.021766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-481,-27.473052,153.015709,60,Peel Street,58.531574,78,0,,,0.014559,0.475832,0.081773,0.008375,0.327133,0.037855,0.0,0.00398,0.032836,0.004547,0.003508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00198,,0.0,0.007598,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-482,-27.47317,153.015486,60,Peel Street,58.531574,86,0,,,0.001012,0.39377,0.060773,0.145977,0.288355,0.054812,4.7e-05,0.011586,0.017684,0.000977,0.001035,0.0,0.002172,0.0,0.0,0.003199,0.0,0.0,0.0,0.014777,0.0,0.0,,0.0,0.00323,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-483,-27.473296,153.015122,60,Peel Street,-121.610292,100,0,,,0.002602,0.243371,0.124645,0.163941,0.379441,0.08434,0.0,0.0,0.0,0.0,0.0,0.000508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-484,-27.473179,153.015335,60,Peel Street,-121.60322,87,0,,,0.0,0.304484,0.148469,0.060762,0.284746,0.017855,0.0,0.004699,0.171457,0.000211,0.005375,0.0,0.0,0.001254,0.0,0.000688,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-485,-27.473061,153.015557,60,Peel Street,-121.625709,75,0,,,0.0,0.247711,0.156613,0.069918,0.374906,0.059664,0.0,0.010324,0.017789,0.0,0.000668,5.9e-05,0.002531,0.0,0.0,0.00123,0.0,0.0,0.0,0.000684,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-486,-27.472944,153.01577,60,Peel Street,-121.625709,69,0,,,0.0,0.253176,0.20418,0.084812,0.380406,0.035059,0.0,0.005758,0.029848,0.0,0.006719,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-487,-27.472827,153.015982,60,Peel Street,-121.625709,71,0,,,0.017082,0.366223,0.147137,0.02127,0.362293,0.045645,0.0,0.003109,0.029809,0.0,0.0,4e-06,0.0,3.5e-05,0.0,0.000344,0.0,0.0,0.0,0.0,0.0,0.0,,0.000859,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-488,-27.469504,153.020243,60,Turbot Street,-143.080142,24,0,,,0.002516,0.074574,0.436277,0.027852,0.324496,0.0,0.016746,0.0,0.002738,0.075969,0.0,0.0,0.0,0.012363,0.002738,0.001895,0.0,0.0,0.0,0.003352,0.0,0.0,,0.0,0.007578,0.0,,0.0,,,0.002473,,,,,,,
WestEnd,WestEnd-489,-27.469332,153.020405,60,Turbot Street,-136.471168,49,0,,,0.020102,0.056555,0.332324,0.165297,0.246605,0.0,0.011711,0.0,0.008613,0.010996,0.0,0.001543,0.0,0.038664,0.0,0.000453,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.059738,0.0,,0.0,,,0.045934,,,,,,,
WestEnd,WestEnd-490,-27.469179,153.020587,60,Turbot Street,-131.875694,73,1,,,0.058387,0.211309,0.173801,0.193418,0.207395,0.0,0.004477,0.003895,0.032277,0.038785,0.0,0.0,0.00023,0.070727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-491,-27.469025,153.020779,60,Turbot Street,-132.27995,98,2,,,0.082863,0.370594,0.138914,0.085195,0.174844,0.000426,0.0,0.000375,0.146555,0.000234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-492,-27.468872,153.020961,60,Turbot Street,-132.27995,122,2,,,0.0,0.470668,0.089195,0.03866,0.325523,0.045797,0.0,0.002059,0.027836,0.0,0.0,0.0,0.0,0.0,0.0,0.000262,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-493,-27.468718,153.021154,60,Turbot Street,-132.27995,146,2,,,0.0,0.486852,0.071043,0.019648,0.325492,0.02998,0.0,0.0,0.061379,0.0,0.000113,0.0,0.0,0.0,0.0,0.005473,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2e-05,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-494,-27.482621,153.022958,50,Vulture Street,99.492745,282,2,793.0,793.0,0.0,0.249508,0.224176,0.024051,0.381355,0.002285,0.0,0.0,0.002227,0.116398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-495,-27.482585,153.022705,50,Vulture Street,99.492745,305,2,793.0,793.0,0.0,0.251715,0.192555,0.007926,0.190695,0.10857,0.0,0.0,0.093961,0.154445,0.000133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-496,-27.482549,153.022462,50,Vulture Street,99.492745,326,2,792.0,792.0,0.00041,0.218012,0.196227,0.066488,0.28491,0.093848,0.0,0.00209,0.001246,0.102734,0.0,0.001055,0.0,0.004578,0.0,0.000945,0.003793,0.001133,0.0,0.0,0.0,0.014301,,0.0,0.0,2e-05,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-497,-27.482513,153.022209,50,Vulture Street,99.492745,343,1,792.0,792.0,0.036281,0.208609,0.110941,0.204449,0.340789,0.021508,0.0,0.032375,0.010488,0.021,0.0,0.0,0.0,0.0,5.1e-05,6.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-498,-27.482477,153.021956,50,Vulture Street,99.492745,360,0,793.0,793.0,0.017824,0.351664,0.14391,0.044371,0.340855,0.03125,8.2e-05,0.017367,0.018375,0.0,7e-05,0.002395,0.024512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000117,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-499,-27.482441,153.021713,50,Vulture Street,99.492745,359,0,793.0,793.0,0.022492,0.214449,0.206875,0.138422,0.330285,0.007418,0.0,0.047512,0.028371,0.0,0.0,0.0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002891,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-500,-27.482405,153.02146,50,Vulture Street,99.492745,344,0,789.0,789.0,0.0,0.398855,0.165059,0.014918,0.309727,0.028355,0.005773,0.008441,0.015078,0.0,0.000117,0.0,0.0,0.0,0.001824,0.0,0.0,0.0,0.0,0.0,0.0,0.035199,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-501,-27.482359,153.021217,50,Vulture Street,99.413983,330,0,786.0,786.0,0.0,0.328363,0.118738,0.07441,0.296082,0.093465,0.0,0.001965,0.003355,0.030953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-502,-27.482323,153.020964,50,Vulture Street,99.82359,317,0,762.0,762.0,0.0,0.218051,0.122125,0.254352,0.323586,0.05982,0.0,0.004504,0.008555,1.2e-05,0.0,0.002262,0.000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
WestEnd,WestEnd-503,-27.482287,153.020711,50,Vulture Street,99.82359,304,0,744.0,744.0,0.00252,0.207996,0.184926,0.098797,0.298457,0.095766,0.001422,0.007066,0.000387,0.000738,0.000766,0.000195,0.005793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,
