Site,Point_ID,Lat,Lon,Max_Speed,Street_Name,Angle,Distance to Flood,Adjacent Bus Station,Direct Solar Exposure,Glare,wall,building,sky,tree,road,sidewalk,earth,plant,car,fence,signboard,streetlight,grass,railing,van,person,column,skyscraper,awning,minibike,mountain,ashcan,chair,ceiling,bridge,bicycle,fountain,sculpture,windowpane,booth,water,sofa,bulletin board,desk,lamp,pier,Unnamed: 31,Unnamed: 32
WestEnd,WestEnd-0,-27.475472,153.015487,60,Cordelia Street,148.619667,5,2,,,0.016805,0.116484,0.274789,0.151852,0.272887,0.01009,0.00232,0.03152,0.094043,0.026664,0.000254,0.000191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-1,-27.475282,153.015355,60,Cordelia Street,148.729683,22,2,,,0.02327,0.230547,0.168527,0.368547,0.311281,0.043125,0.0,0.014523,0.127145,0.000363,0.0,0.0,0.000906,0.008805,9e-05,3.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-2,-27.475093,153.015223,60,Cordelia Street,148.119269,42,2,,,0.02325,0.414723,0.187824,0.313348,0.304312,0.062598,0.0,0.00277,0.068941,0.034066,0.037441,0.001152,0.0,0.0,0.0,0.000312,0.0,0.0,0.0,0.0,0.0,0.000891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-3,-27.474894,153.015092,60,Cordelia Street,148.119269,66,1,,,0.016551,0.343238,0.209262,0.323395,0.26918,0.080055,0.0,0.017719,0.023637,0.003934,0.002004,2.7e-05,0.0,0.0,0.000602,0.000578,5.1e-05,0.0,0.0,0.0,0.0,0.009512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-4,-27.474704,153.01496,60,Cordelia Street,148.119269,89,0,,,8e-06,0.212199,0.230195,0.15666,0.257863,0.053387,0.0,0.0,0.039684,0.030785,0.004934,0.000715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-5,-27.473802,153.014343,60,Cordelia Street,146.685788,157,0,,,0.0,0.312207,0.292934,0.071766,0.379758,0.028324,0.0,0.025355,0.007406,0.010438,0.000781,9.8e-05,0.000496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-6,-27.481881,153.019891,60,Cordelia Street,147.806977,242,1,,,0.008023,0.178531,0.341277,0.272047,0.340422,0.020461,0.0,0.004234,0.064867,0.001426,0.000238,0.000656,0.023652,0.0,0.0,0.000195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-7,-27.481692,153.019749,60,Cordelia Street,147.806977,220,1,,,0.003492,0.629391,0.230562,0.078633,0.300215,0.192941,0.0,0.009227,0.10466,0.027453,0.00143,0.00023,0.00391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-8,-27.481502,153.019618,60,Cordelia Street,147.806977,198,1,,,0.002703,0.376953,0.187203,0.067969,0.438043,0.055246,0.0,0.002836,0.05123,0.0,0.0,0.000551,0.0,0.0,0.000629,0.0,0.0,0.0,0.0,0.0,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-9,-27.481312,153.019486,60,Cordelia Street,147.806977,178,2,,,0.018668,0.253793,0.151617,0.214086,0.303898,0.174465,0.006031,0.006832,0.150969,0.014078,0.001043,0.008402,0.081039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-10,-27.481123,153.019344,60,Cordelia Street,147.806977,159,1,,,0.00252,0.213848,0.194535,0.2995,0.411082,0.051719,0.012762,0.011625,0.034215,0.0,0.007629,8.6e-05,0.002504,0.0,0.0,0.002312,0.0,0.053574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-11,-27.480933,153.019213,60,Cordelia Street,147.806977,142,1,,,0.007445,0.346938,0.162328,0.322391,0.337305,0.103285,0.0,0.024301,0.021215,0.010027,0.022844,0.000602,0.014281,0.0,0.0,0.0,0.0,0.000258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-12,-27.48208,153.01978,60,Cordelia Street,-125.530665,263,2,,,0.020531,0.088188,0.315027,0.161488,0.387273,0.045012,0.0,0.031391,0.006543,0.0,0.00277,0.00093,0.027562,0.0,0.0,5.1e-05,0.0,0.050398,0.000496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-13,-27.474488,153.014808,60,Cordelia Street,148.763898,117,0,,,0.011871,0.466613,0.210629,0.12134,0.379352,0.067207,0.0,0.0135,0.015688,0.02209,0.000223,0.000199,0.009344,0.0,3.9e-05,0.0,0.0,0.026461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-14,-27.474289,153.014677,60,Cordelia Street,148.763898,142,0,,,0.026781,0.183812,0.036477,0.339191,0.316484,0.020637,0.009707,0.001711,0.001688,0.016258,0.002262,0.0,0.004848,0.039758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-15,-27.4741,153.014545,60,Cordelia Street,148.763898,166,0,,,0.029629,0.331777,0.166586,0.287961,0.271176,0.073637,0.004574,2.7e-05,0.07241,0.02577,0.002355,0.00118,0.023938,0.012438,0.0,0.0,0.0,0.070199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-16,-27.473901,153.014414,60,Cordelia Street,148.763898,170,0,,,0.004059,0.290105,0.222078,0.095473,0.356457,0.039785,0.0,0.022348,0.032172,4e-06,0.010191,0.000133,0.0,0.0,0.0,0.000121,0.0,0.016641,0.0,0.051434,0.0,0.000953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-17,-27.480184,153.018696,60,Cordelia Street,149.040646,98,2,,,0.03216,0.239711,0.158648,0.250352,0.372445,0.053,0.044508,0.017594,0.08075,0.028652,0.0,0.000539,0.0,0.0,0.0,0.00016,0.0,0.0,0.000879,0.0,0.0,0.0,0.0,0.0,0.065086,0.0,0.0,0.0,0.0,0.0,0.000469,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-18,-27.479985,153.018575,60,Cordelia Street,149.040646,94,1,,,0.004277,0.279934,0.23793,0.063672,0.438254,0.058758,0.000809,0.000266,0.094301,0.000188,0.023477,6.6e-05,0.005246,0.019328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-19,-27.479796,153.018443,60,Cordelia Street,149.040646,96,1,,,0.005262,0.119012,0.33348,0.235516,0.397016,0.076348,0.070988,0.00432,0.059859,0.016527,0.0,0.0,0.0,0.022234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061789,0.0,0.0,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-20,-27.479597,153.018311,60,Cordelia Street,149.040646,99,1,,,0.044922,0.16075,0.257789,0.218164,0.342711,0.036215,0.0,0.019207,0.100492,0.020113,4e-06,0.001855,0.0,0.005992,0.001504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-21,-27.479408,153.01818,60,Cordelia Street,148.876795,97,1,,,0.003668,0.130027,0.253363,0.127125,0.284688,0.108426,0.004379,0.000754,0.008852,0.075328,0.000469,0.001996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-22,-27.479209,153.018048,60,Cordelia Street,148.876795,97,1,,,0.008082,0.180793,0.248301,0.287207,0.319531,0.041148,0.075312,0.00016,0.06575,0.053047,0.0,0.002219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000801,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-23,-27.47902,153.017917,60,Cordelia Street,149.038777,94,1,,,0.002098,0.182832,0.312957,0.176848,0.278258,0.152293,0.000973,0.012793,0.034836,0.006715,0.004652,0.002684,0.036031,0.0,0.0,0.005938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-24,-27.482098,153.020023,60,Cordelia Street,150.679785,267,2,,,0.010262,0.238566,0.28859,0.11632,0.437938,0.120531,0.00075,0.002359,0.031641,0.011852,0.002289,0.0,0.006543,0.0,0.001793,0.0,0.0,0.0,0.0,0.0,0.0,0.000145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-25,-27.481908,153.019901,60,Cordelia Street,149.755219,245,1,,,0.331223,0.062004,0.397777,0.290035,0.356324,0.005668,0.001355,0.011297,0.066941,0.004945,0.0,0.0,0.0,0.0,0.003621,0.003309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-26,-27.474614,153.014899,60,Cordelia Street,148.415484,101,0,,,0.102898,0.480473,0.784258,0.023125,0.240734,0.093883,0.0,0.003465,0.017629,0.019438,0.003926,0.000648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-27,-27.477801,153.017066,60,Cordelia Street,149.873383,25,1,,,0.0,0.448465,0.144957,0.301473,0.269004,0.037949,0.008117,0.070211,0.094055,0.000246,0.00034,3.5e-05,0.031484,0.0,0.0,0.000602,0.0,0.0,0.0,0.0,0.0,0.002391,3.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-28,-27.477602,153.016934,60,Cordelia Street,149.873383,9,1,,,0.0,0.454621,0.160773,0.155723,0.254828,0.105074,0.0,0.004395,0.089711,6.2e-05,0.009133,0.000844,0.036836,0.0,0.001496,0.002258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-29,-27.477413,153.016813,60,Cordelia Street,149.873383,4,1,,,0.0,0.509707,0.140781,0.15034,0.315391,0.032277,0.0,0.005164,0.153871,0.000219,0.003551,0.0,0.026387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-30,-27.477214,153.016681,60,Cordelia Street,149.326671,15,1,,,0.0,0.348891,0.224883,0.148668,0.391254,0.137789,0.004941,0.004781,0.087527,0.000785,0.009758,0.000809,0.013156,0.0,0.0,0.000918,0.0,0.0,0.0,0.001762,0.0,0.000562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-31,-27.482188,153.020083,60,Cordelia Street,152.151762,278,2,,,0.009785,0.204695,0.258191,0.120082,0.355074,0.015918,0.0,0.001438,0.120344,0.012727,0.000484,0.000699,0.0,0.0,0.000141,0.0,0.0,0.0,0.0,0.0,0.0,0.001109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-32,-27.477214,153.016681,60,Cordelia Street,150.277183,15,1,,,0.0,0.338137,0.224336,0.148957,0.391082,0.067285,0.003688,0.004129,0.030289,3.1e-05,0.002402,0.00018,0.015508,0.0,0.004336,0.002266,0.0,0.0,0.0,0.0,0.0,0.000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-33,-27.477015,153.01655,60,Cordelia Street,148.513632,16,0,,,3.9e-05,0.43398,0.206199,0.161543,0.316941,0.052598,0.0,0.058344,0.055535,0.000504,0.022207,0.001695,0.002457,0.0,0.0,0.001727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-34,-27.476826,153.016418,60,Cordelia Street,148.513632,34,0,,,5.5e-05,0.452094,0.156125,0.163777,0.310191,0.079668,0.0,0.01627,0.041,0.0,0.0,0.000316,1.6e-05,0.0,0.0,0.000918,0.0,0.0,0.0,0.000535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005523,0.0,0.0,0.0,,
WestEnd,WestEnd-35,-27.476636,153.016287,60,Cordelia Street,148.785026,15,0,,,0.0,0.405508,0.198559,0.123246,0.319082,0.061195,0.0,0.018539,0.051367,0.0,0.000613,0.0,0.005219,0.0,0.003047,0.0,0.0,0.0,0.0,0.0,0.0,0.000434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-36,-27.476438,153.016155,60,Cordelia Street,148.785026,9,0,,,0.0,0.361102,0.070625,0.161965,0.377457,0.037371,0.0,0.034594,0.010668,0.006453,0.000328,0.003379,0.0,0.000133,0.000535,0.012352,0.0,0.0,0.0,0.028027,0.0,0.001305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-37,-27.476248,153.016023,60,Cordelia Street,148.778684,17,1,,,0.00791,0.417824,0.099852,0.137062,0.345324,0.109156,0.0,0.046906,0.016965,0.0,6.6e-05,0.000566,0.0,0.002902,0.0,0.011156,0.015336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-38,-27.476059,153.015892,60,Cordelia Street,148.778684,18,1,,,0.0,0.510492,0.081164,0.255871,0.315836,0.049137,0.000711,0.047406,0.01191,0.004082,0.001344,0.0,0.0,0.003359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-39,-27.475968,153.015831,60,Cordelia Street,148.432548,18,2,,,0.0,0.477715,0.090805,0.096383,0.305938,0.154988,0.00041,0.013328,0.015176,0.000102,0.016191,0.0,0.0,0.0,0.0,0.000617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-40,-27.475779,153.015699,60,Cordelia Street,148.432548,10,2,,,0.0,0.302312,0.081676,0.250215,0.312039,0.087949,0.0,0.009562,0.01891,0.024477,0.007992,0.0,0.000422,0.0,0.0,0.009164,0.0,0.0,0.0,0.0,0.0,0.000809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-41,-27.475589,153.015568,60,Cordelia Street,148.432548,9,2,,,0.016773,0.475727,0.066086,0.165898,0.31518,0.067406,0.0,0.021484,0.02443,0.017668,0.001613,3.9e-05,0.0,0.0,0.0,0.007871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-05,,
WestEnd,WestEnd-42,-27.480753,153.019091,60,Cordelia Street,148.925584,127,1,,,0.009129,0.487055,0.19748,0.238434,0.441363,0.068941,0.0,0.0,0.038438,0.000934,0.005945,4e-06,0.000219,0.0,7.4e-05,0.012562,0.0,0.0,0.0,0.013953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-43,-27.480563,153.018959,60,Cordelia Street,148.925584,115,1,,,0.000379,0.409453,0.079816,0.28207,0.316051,0.085359,0.0,0.022492,0.020383,0.069574,0.000273,0.00041,0.0,0.0,0.00575,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-44,-27.480365,153.018828,60,Cordelia Street,148.925584,106,2,,,0.004254,0.441594,0.083188,0.217168,0.266973,0.080273,0.012773,0.000281,0.00841,0.027066,0.0,0.000191,0.0,0.027711,0.0,0.00082,0.001801,0.0,0.0,0.003914,0.0,0.0,0.0,0.009922,0.001879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-45,-27.478929,153.017856,60,Cordelia Street,147.786276,84,0,,,0.02723,0.285191,0.153629,0.147047,0.440633,0.029363,0.0,0.087055,0.024891,0.052598,0.000844,0.000273,0.015848,0.004449,0.0,0.001391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-46,-27.478731,153.017724,60,Cordelia Street,147.786276,59,0,,,0.0,0.338719,0.166297,0.239523,0.343465,0.084086,0.0,0.004641,0.138375,0.000715,0.002422,0.000242,0.005289,0.0,0.003082,0.010613,0.0,0.0,0.000352,0.0,0.0,0.007738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-47,-27.478541,153.017582,60,Cordelia Street,147.782367,34,1,,,0.001617,0.337152,0.061383,0.149645,0.376836,0.063211,0.0,0.001047,0.003434,0.0,0.000449,0.0,0.0,0.0,0.0,0.004906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-48,-27.478352,153.017451,60,Cordelia Street,147.784322,13,1,,,0.002805,0.302859,0.22698,0.212062,0.381953,0.061965,0.0,0.002352,0.011742,0.0,0.000742,2e-05,0.025195,0.0,0.0,0.006867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-49,-27.478162,153.017319,60,Cordelia Street,147.784322,2,1,,,0.0,0.370812,0.14498,0.22525,0.293883,0.114859,0.0,0.022043,0.005051,0.000473,0.002305,0.011719,0.025504,0.0,0.0,0.007949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-50,-27.477972,153.017177,60,Cordelia Street,147.784322,16,1,,,0.008367,0.350477,0.182973,0.229809,0.369031,0.096426,0.0,0.009672,0.003062,0.000406,0.002953,0.004273,0.030609,0.0,0.001223,0.024414,0.0,0.0,0.0,0.0,0.0,0.000984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-51,-27.478885,152.999241,60,Coronation Drive,39.732079,14,0,,,0.001113,0.50068,0.08109,0.035223,0.196301,0.063305,0.0,0.0,0.003395,0.104102,0.00243,0.0,0.0,0.010863,0.0,0.000543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-52,-27.479066,152.999079,60,Coronation Drive,39.732079,13,0,,,0.026508,0.381004,0.203516,0.294363,0.34273,0.112,0.0,0.0,0.073992,0.029805,0.002602,0.002828,0.0,0.010316,0.0,0.0,0.0,0.048383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-53,-27.479237,152.998927,60,Coronation Drive,39.185775,14,0,,,0.693496,0.006148,0.250574,0.246859,0.415922,0.00452,0.000348,0.0,0.003852,0.066238,0.0,0.0,0.0,0.00348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-54,-27.479526,152.998482,60,Coronation Drive,-141.091672,25,2,,,0.517316,0.021324,0.374242,0.148512,0.415895,0.004105,0.0,0.025965,0.006297,0.0,0.000688,0.001234,0.004406,0.0,0.0,0.005516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-55,-27.479346,152.998633,60,Coronation Drive,-141.091672,28,0,,,0.065191,0.365609,0.36407,0.182258,0.370984,0.074973,0.025906,0.026977,0.04673,0.055012,0.002777,0.000441,6.2e-05,0.003543,0.0,0.001312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008074,0.014297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-56,-27.479174,152.998795,60,Coronation Drive,-141.091672,26,0,,,0.038648,0.248137,0.301875,0.213672,0.395148,0.088676,0.003406,0.034051,0.011977,0.006992,0.002395,0.0,0.000152,0.0,0.0,0.000199,0.0,0.0,0.0,0.006168,0.0,0.0,0.0,0.0,0.0,0.000316,0.0,0.0,0.0,0.0,0.000574,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-57,-27.479003,152.998957,60,Coronation Drive,-139.311901,26,0,,,0.059359,0.350953,0.298328,0.221922,0.388266,0.121172,0.0,0.053242,0.017992,0.008094,0.0,1.2e-05,0.034242,0.022332,0.0,0.0,0.0,0.004125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-58,-27.478831,152.999119,60,Coronation Drive,-139.311901,27,0,,,0.004699,0.278469,0.22075,0.297664,0.376324,0.063344,0.000301,0.04618,0.025898,0.039992,0.016027,0.003637,0.082645,0.01209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-59,-27.47866,152.999291,60,Coronation Drive,-137.932208,28,0,,,0.132086,0.273336,0.23248,0.236004,0.435012,0.01741,0.005441,0.004609,0.077344,0.015746,0.001496,8e-06,0.065004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-60,-27.478488,152.999464,60,Coronation Drive,-139.713868,29,1,,,0.048367,0.154836,0.122094,0.324414,0.403043,0.097664,0.013824,0.003219,0.038629,0.004082,0.062395,0.000109,0.012445,0.016043,0.0,0.000344,0.0,0.078332,0.0,0.0,0.0,0.000715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-61,-27.47958,152.998623,60,Coronation Drive,36.811306,10,2,,,0.016422,0.333746,0.265852,0.245113,0.404043,0.206512,0.0,0.001094,0.023211,0.031688,0.00232,3.9e-05,0.0,0.007105,0.0,0.0265,0.0,0.0,0.002266,0.0,0.0,0.0,0.0,0.0,0.0,0.000625,0.0,0.0,0.0,2.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-62,-27.479761,152.998472,60,Coronation Drive,36.811306,6,2,,,0.020023,0.332574,0.273789,0.222574,0.408562,0.122516,0.0,0.003777,0.031508,0.009715,0.001223,0.000477,3.9e-05,0.005891,0.0,0.001137,0.0,0.019289,0.001676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005395,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-63,-27.479942,152.99832,60,Coronation Drive,36.264665,1,2,,,0.000117,0.246133,0.304801,0.189453,0.391711,0.052832,0.0,0.034074,0.073484,0.005918,0.002773,0.003363,0.004523,0.0,0.000109,0.001324,0.0,0.052281,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016461,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-64,-27.480131,152.998178,60,Coronation Drive,34.385887,25,2,,,0.007,0.221688,0.320473,0.193395,0.385914,0.015918,0.0,0.014422,0.10566,0.007289,0.000148,0.0,0.005312,0.001969,0.000895,0.002828,0.0,0.05982,0.0,0.016469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WestEnd,WestEnd-65,-27.480312,152.998026,60,Coronation Drive,34.385887,39,2,,,0.00118,0.541004,0.32802,0.21034,0.396992,0.043457,0.0,0.0,0.021441,0.013051,0.003293,0.000664,0.012547,0.000629,0.0,0.009637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
